name,country,region,winery,rating,price,year,variety
Corton-Charlemagne Grand Cru ,France,Corton-Charlemagne Grand Cru,Bonneau du Martray,4.5,263.9,2008,Corton-Charlemagne Grand Cru
Wairau Reserve Sauvignon Blanc ,New Zealand,Marlborough,Saint Clair,4.1,29.05,2015,Sauvignon Blanc
Riesling Grossi LaÃ¼e ,France,Alsace,Hugel,4.2,58.44,2011,Riesling
Chardonnay Sonoma Coast ,United States,Sonoma Coast,Patz & Hall,4.1,60.41,2016,Chardonnay
Chardonnay (Unoaked) ,New Zealand,Marlborough,Kim Crawford,3.6,15.5,2015,Chardonnay
Sauvignon Blanc ,Chile,Casablanca Valley,Cruz Andina,3.4,9.9,2017,Sauvignon Blanc
Chardonnay ,Italy,SÃ¼dtirol - Alto Adige,Alois Lageder,3.8,10.08,2018,Chardonnay
Barrel Selection Chardonnay ,Argentina,Uco Valley,Salentein,4.0,12.95,2018,Chardonnay
Sauvignon Blanc ,United States,California,Bogle,3.6,14.36,2016,Sauvignon Blanc
Godello ,Spain,Valdeorras,Avancia,4.2,27.4,2016,Godello
Max Reserva Chardonnay ,Chile,Aconcagua Valley,Errazuriz,3.6,15.95,2015,Chardonnay
Max Reserva Chardonnay ,Chile,Aconcagua Valley,Errazuriz,3.7,17.63,2017,Chardonnay
Santa Digna Reserva Sauvignon Blanc ,Chile,Central Valley,Miguel Torres,3.6,9.39,2018,Sauvignon Blanc
GrÃ¼ner Veltliner Kamptaler Terrassen ,Austria,Kamptal,Weingut BrÃ¼ndlmayer,3.8,7.9,2017,GrÃ¼ner Veltliner Kamptaler Terrassen
Pinot Gris Alsace RÃ©serve ,France,Alsace,Trimbach,3.8,17.45,2016,Pinot Gris
Louro do Bolo Godello Valdeorras ,Spain,Valdeorras,Rafael Palacios,4.0,18.9,2018,Louro do Bolo Godello Valdeorras
Riesling ,Germany,Nahe,DÃ¶nnhoff,3.7,11.5,2017,Riesling
The Y Series Riesling ,Australia,Barossa,Yalumba,3.4,11.5,2017,Riesling
Classic Pinot Gris ,France,Alsace,Hugel,3.8,13.6,2015,Pinot Gris
Las Moras Chardonnay ,Argentina,San Juan,Bodega Finca Las Moras,3.3,6.21,2018,Chardonnay
Bianco Passivento ,Italy,Terre Siciliane,Barone Montalto,3.9,8.29,2018,Bianco Passivento
Sauvignon Blanc ,South Africa,Western Cape,Laborie,3.6,6.84,2018,Sauvignon Blanc
Riesling Trocken ,Germany,Mosel,Fritz Haag,3.8,10.67,2014,Riesling
AlbariÃ±o ,Spain,RÃ­as Baixas,Pazo Barrantes,3.8,15.5,2018,AlbariÃ±o
Kiedrich GrÃ¤fenberg Riesling Trocken GG ,Germany,Rheingau,Robert Weil,3.8,73.9,2013,Riesling
Pinot Grigio ,Italy,Venezia,Riff,3.5,7.15,2018,Pinot Grigio
Pinot Gris ,United States,Columbia Valley,Chateau Ste. Michelle,3.6,9.99,2017,Pinot Gris
Sauvignon Blanc ,Chile,Casablanca Valley,Los Vascos,3.5,10.91,2018,Sauvignon Blanc
Classic Riesling ,France,Alsace,Hugel,3.7,16.52,2016,Riesling
Estate Sauvignon Blanc ,Chile,Aconcagua Valley,Errazuriz,3.6,10.68,2018,Sauvignon Blanc
Pouilly-FumÃ© En Travertin ,France,Pouilly-FumÃ©,Henri Bourgeois,4.1,18.95,2017,Pouilly-FumÃ© En Travertin
Mademoiselle de T Pouilly-FumÃ© ,France,Pouilly-FumÃ©,ChÃ¢teau de Tracy,4.1,18.29,2018,Mademoiselle de T Pouilly-FumÃ©
Mongris Collio Pinot Grigio ,Italy,Collio,Marco Felluga,3.8,12.95,2018,Pinot Grigio
Chenin Blanc ,South Africa,Stellenbosch,Simonsig,3.8,6.33,2019,Chenin Blanc
Barrel Fermented Chenin Blanc ,South Africa,Stellenbosch,Stellenrust,4.1,17.99,2017,Barrel Fermented Chenin Blanc
Magic Mountain RÃ¼desheimer Riesling ,Germany,Rheingau,Leitz,3.8,17.5,2016,Riesling
Chardonnay ,South Africa,Stellenbosch,Simonsig,3.7,10.23,2018,Chardonnay
Riesling Trocken ,Germany,Pfalz,Georg Mosbacher,3.8,10.71,2018,Riesling
Kali Hart Chardonnay ,United States,Monterey,Talbott,3.6,24.02,2016,Chardonnay
Urra di Mare ,Italy,Terre Siciliane,Mandrarossa,3.8,10.56,2018,Urra di Mare
Coteaux Varois en Provence Blanc ,France,Coteaux Varois en Provence,Miraval,4.0,20.5,2015,Coteaux Varois en Provence Blanc
Chablis ,France,Chablis,Jean-Marc Brocard,3.8,17.9,2018,Chablis
Chablis ,France,Chablis,Christian Moreau Pere & Fils,3.9,23.0,2016,Chablis
Inzolia Sicilia ,Italy,Sicilia,Feudo Arancio,3.6,6.54,2017,Inzolia Sicilia
AngimbÃ© (Tenuta Ficuzza) ,Italy,Terre Siciliane,Cusumano,3.7,8.68,2018,AngimbÃ© (Tenuta Ficuzza)
Sauvignon Blanc ,New Zealand,Marlborough,Mount Riley,4.1,9.53,2019,Sauvignon Blanc
Terre Bianche Torbato Alghero ,Italy,Alghero,Sella & Mosca,3.7,8.9,2018,Terre Bianche Torbato Alghero
Felino Chardonnay ,Argentina,Mendoza,ViÃ±a Cobos,3.8,12.99,2018,Chardonnay
Chardonnay Reserva ,Chile,Maipo Valley,Escudo Rojo,3.5,10.66,2018,Chardonnay
Verdejo ,Spain,Rueda,PradoRey,3.7,9.37,2018,Verdejo
Muros Antigos Loureiro ,Portugal,Vinho Verde,Anselmo Mendes,3.8,7.9,2018,Muros Antigos Loureiro
Chenin Blanc ,South Africa,Swartland,Allesverloren,3.5,9.75,2018,Chenin Blanc
Clifford Bay Reserve Sauvignon Blanc ,New Zealand,Marlborough,Villa Maria,4.2,19.55,2018,Sauvignon Blanc
Castell De Raimat Chardonnay ,Spain,Costers del Segre,Raimat,3.6,9.39,2018,Chardonnay
Pinot Grigio Riserva Trentino ,Italy,Trentino,Mezzacorona,3.6,8.0,2017,Pinot Grigio
Bianco di Custoza Superiore CÃ  del Magro ,Italy,Bianco di Custoza,Monte del FrÃ¡,3.8,9.22,2017,Bianco di Custoza Superiore CÃ  del Magro
Danie de Wet Chardonnay ,South Africa,Robertson,De Wetshof,3.7,15.5,2017,Chardonnay
Chardonnay ,South Africa,Stellenbosch,Rustenberg,3.9,14.5,2019,Chardonnay
Baron de L Pouilly-FumÃ© ,France,Pouilly-FumÃ©,de Ladoucette,4.4,97.04,2015,Baron de L Pouilly-FumÃ©
Chardonnay PenedÃ¨s ,Spain,PenedÃ¨s,Jean Leon,3.7,14.38,2018,Chardonnay
Aconcagua Costa Sauvignon Blanc ,Chile,Aconcagua Valley,Errazuriz,3.7,16.08,2017,Sauvignon Blanc
Verdicchio dei Castelli di Jesi ,Italy,Verdicchio dei Castelli di Jesi,Azienda Santa Barbara - Stefano Antonucci,3.8,17.4,2016,Verdicchio dei Castelli di Jesi
Le Vaglie Verdicchio dei Castelli di Jesi Classico ,Italy,Verdicchio dei Castelli di Jesi,Azienda Santa Barbara - Stefano Antonucci,3.9,10.9,2018,Le Vaglie Verdicchio dei Castelli di Jesi Classico
Blanc ,France,Pays d'Oc,Claude Val,3.8,4.95,2018,Blanc
Quant Riesling ,Germany,Mosel,Carl Loewen,4.0,8.5,2018,Riesling
Basa Blanco ,Spain,Rueda,Telmo Rodriguez,3.8,7.95,2018,Basa Blanco
Signature Sauvignon Blanc ,South Africa,Stellenbosch,Spier,3.7,6.5,2019,Sauvignon Blanc
Riesling ,Germany,Pfalz,Von Winning,3.8,13.95,2015,Riesling
Sauvignon Blanc (Select Terroir Reserva) ,Chile,Maipo Valley,Santa Ema,3.7,7.66,2018,Sauvignon Blanc
Grand Estates Chardonnay ,United States,Columbia Valley,Columbia Crest,3.9,12.99,2016,Chardonnay
Alentejano Branco ,Portugal,Alentejano,Herdade dos Grous,3.8,10.63,2017,Alentejano Branco
Qvinterra Riesling Trocken ,Germany,Rheinhessen,KÃ¼hling-Gillot,3.8,10.8,2018,Riesling
Sancerre Blanc ,France,Sancerre,Domaine du Nozay,3.8,37.63,2017,Sancerre Blanc
Director's Cut Chardonnay ,United States,Russian River Valley,Francis Ford Coppola,4.1,27.9,2016,Chardonnay
Rueda Verdejo ,Spain,Rueda,Beronia,3.6,8.29,2018,Verdejo
Altavilla della Corte Grillo ,Italy,Terre Siciliane,Firriato,3.6,10.69,2016,Altavilla della Corte Grillo
Villa Solais Vermentino di Sardegna ,Italy,Vermentino di Sardegna,Santadi,3.7,6.9,2017,Villa Solais Vermentino di Sardegna
Sauvignon Blanc Reserve Collection Elgin ,South Africa,Elgin,Tokara,3.9,18.9,2018,Sauvignon Blanc
Estate Sauvignon Blanc (Varietales) ,Uruguay,Maldonado,Bodega GarzÃ³n,3.6,14.89,2018,Sauvignon Blanc
Villa Antinori Toscana Bianco ,Italy,Toscana,Antinori,3.8,8.68,2019,Villa Antinori Toscana Bianco
Vouvray Classic ,France,Vouvray,Marc BrÃ©dif,3.9,17.85,2017,Vouvray Classic
GrÃ¼ner Veltliner ,Austria,Kamptal,Loimer,3.8,9.72,2018,GrÃ¼ner Veltliner
The Winemaster's Chardonnay ,South Africa,Coastal Region,Nederburg,3.5,6.63,2015,Chardonnay
Torrontes ,Argentina,Salta,Alamos,3.6,8.89,2017,Torrontes
Chardonnay ,New Zealand,Marlborough,Stoneleigh,3.7,11.45,2018,Chardonnay
Riesling Trocken ,Germany,Pfalz,Georg Mosbacher,3.9,9.99,2016,Riesling
Las Mulas Reserva Sauvignon Blanc ,Chile,Central Valley,Miguel Torres,3.6,9.9,2018,Sauvignon Blanc
Riesling Trocken ,Germany,Rheingau,Kloster Eberbach,3.5,10.99,2018,Riesling
Louro do Bolo Godello Valdeorras ,Spain,Valdeorras,Rafael Palacios,3.9,15.95,2016,Louro do Bolo Godello Valdeorras
Riesling Trocken ,Germany,Rheinhessen,Battenfeld Spanier,3.8,14.29,2016,Riesling
Riesling Trocken ,Germany,Rheinhessen,Wittmann,3.7,11.51,2017,Riesling
Brolettino Lugana ,Italy,Lugana,CÃ  dei Frati,4.1,14.52,2018,Brolettino Lugana
Condrieu La Doriane ,France,Condrieu,E. Guigal,4.2,82.0,2016,Condrieu La Doriane
ViÃ±a Sol Original ,Spain,PenedÃ¨s,Torres,3.6,5.95,2019,ViÃ±a Sol Original
Chardonnay ,United States,Monterey,Hess Select,3.4,12.9,2017,Chardonnay
Wild Yeast Chardonnay ,South Africa,Robertson,Springfield Estate,3.9,15.69,2018,Chardonnay
Adorato Appassionato Bianco ,Italy,Veneto,Tommasi,3.5,10.9,2018,Adorato Appassionato Bianco
GewÃ¼rztraminer ,Italy,SÃ¼dtirol - Alto Adige,Terlan (Terlano),3.8,14.95,2015,GewÃ¼rztraminer
Verdejo ,Spain,Rueda,Protos,3.8,6.85,2019,Verdejo
Sauvignon Blanc ,South Africa,Franschhoek,La Motte Wine Estate,3.6,9.99,2019,Sauvignon Blanc
CÃ´tes du RhÃ´ne RÃ©serve Blanc ,France,CÃ´tes-du-RhÃ´ne,Les Dauphins,3.5,6.85,2016,CÃ´tes du RhÃ´ne RÃ©serve Blanc
Le Vaglie Verdicchio dei Castelli di Jesi Classico ,Italy,Verdicchio dei Castelli di Jesi,Azienda Santa Barbara - Stefano Antonucci,3.8,9.9,2015,Le Vaglie Verdicchio dei Castelli di Jesi Classico
As Sortes Val do Bibei Godello ,Spain,Valdeorras,Rafael Palacios,4.2,39.95,2015,As Sortes Val do Bibei Godello
ChÃ¢teauneuf-du-Pape Les Sinards Blanc ,France,ChÃ¢teauneuf-du-Pape,Famille Perrin,4.1,30.74,2017,ChÃ¢teauneuf-du-Pape Les Sinards Blanc
Filius Chardonnay ,Australia,Margaret River,Vasse Felix,3.7,20.9,2017,Chardonnay
Castel Firmian Pinot Grigio Trentino ,Italy,Trentino,Mezzacorona,3.8,7.66,2018,Pinot Grigio
Estate Chardonnay ,Chile,Casablanca Valley,Errazuriz,3.5,8.9,2016,Chardonnay
RÃ­as Baixas AlbariÃ±o ,Spain,RÃ­as Baixas,Finca Garabelos,4.1,16.9,2017,RÃ­as Baixas AlbariÃ±o
MÃ¢con-Villages Blanc ,France,MÃ¢con-Villages,Louis Jadot,3.8,14.54,2018,MÃ¢con-Villages Blanc
Original Chenin Blanc (Unwooded) ,South Africa,Stellenbosch,Raats,3.7,12.5,2018,Original Chenin Blanc (Unwooded)
Muros Antigos Escolha ,Portugal,Vinho Verde,Anselmo Mendes,3.6,6.5,2018,Muros Antigos Escolha
Central Coast Chardonnay ,United States,Central Coast,William Hill,3.7,13.9,2016,Chardonnay
Mannequin ,United States,California,Orin Swift,4.0,37.04,2017,Mannequin
Corton-Charlemagne Grand Cru ,France,Corton-Charlemagne Grand Cru,Bonneau du Martray,4.4,249.95,2009,Corton-Charlemagne Grand Cru
Chenin Blanc Secateurs ,South Africa,Swartland,Badenhorst,3.7,9.89,2019,Chenin Blanc Secateurs
La Fuga Chardonnay Contessa Entellina ,Italy,Contessa Entellina,Donnafugata,3.8,11.5,2018,Chardonnay
Sancerre Blanc ,France,Sancerre,ChÃ¢teau de Sancerre,3.9,33.87,2017,Sancerre Blanc
CÃ´tes-du-RhÃ´ne Blanc ,France,CÃ´tes-du-RhÃ´ne,E. Guigal,3.5,13.04,2017,CÃ´tes-du-RhÃ´ne Blanc
Napa Valley Estate Chardonnay ,United States,Napa Valley,The Hess Collection,3.8,19.39,2016,Chardonnay
Chardonnay ,Chile,Colchagua Valley,Los Vascos,3.6,7.75,2018,Chardonnay
Riesling ,United States,Columbia Valley,Eroica,3.9,24.45,2015,Riesling
Riesling ,Germany,Pfalz,Von Winning,3.8,8.5,2018,Riesling
Roero Arneis ,Italy,Roero,Bruno Giacosa,3.8,21.18,2018,Roero Arneis
Pinot Grigio ,Italy,SÃ¼dtirol - Alto Adige,St. Michael-Eppan,3.8,10.95,2018,Pinot Grigio
Chardonnay ,South Africa,Stellenbosch,Simonsig,3.6,10.9,2017,Chardonnay
Le Finage Chablis ,France,Chablis,La Chablisienne,3.7,22.78,2017,Le Finage Chablis
Chardonnay ,France,Vin de France,Maison de La Villette,3.9,6.33,2018,Chardonnay
Garnacha Blanca ,Spain,ValdejalÃ³n,Botijo Rojo,3.7,9.9,2017,Garnacha Blanca
Napa Valley Chardonnay ,United States,Napa Valley,Beringer,3.7,22.9,2013,Chardonnay
Win Win Riesling ,Germany,Pfalz,Von Winning,3.8,9.7,2018,Riesling
AlbariÃ±o ,Spain,RÃ­as Baixas,Fillaboa,4.0,13.16,2018,AlbariÃ±o
Chardonnay (Reserva) ,Chile,Casablanca Valley,Casillero del Diablo,3.4,7.89,2019,Chardonnay
Chardonnay ,United States,Columbia Valley,Chateau Ste. Michelle,3.8,12.5,2018,Chardonnay
The Winemaster's Sauvignon Blanc ,South Africa,Coastal Region,Nederburg,3.7,6.3,2018,Sauvignon Blanc
Sancerre Blanc ,France,Sancerre,Domaine Vacheron,4.0,24.0,2018,Sancerre Blanc
Fiano Di Avellino ,Italy,Fiano de Avellino,Feudi di San Gregorio,3.8,11.49,2018,Fiano Di Avellino
Chardonnay ,France,Pays d'Oc,Les Jamelles,3.6,5.69,2018,Chardonnay
Pazo das Bruxas ,Spain,RÃ­as Baixas,Torres,3.8,12.09,2018,Pazo das Bruxas
Chenin Blanc ,South Africa,Robertson,Arabella,3.8,5.95,2019,Chenin Blanc
Chardonnay ,Chile,Casablanca Valley,Montes Alpha,3.8,12.49,2017,Chardonnay
Molin Lugana ,Italy,Lugana,CÃ  Maiol,3.8,16.59,2015,Molin Lugana
Mosel Alte Reben Riesling ,Germany,Mosel,Markus Molitor,4.0,17.35,2016,Riesling
GewÃ¼rztraminer ,Italy,SÃ¼dtirol - Alto Adige,Cantina Kaltern,4.0,11.6,2018,GewÃ¼rztraminer
Grande RÃ©serve Sancerre Blanc ,France,Sancerre,Henri Bourgeois,3.9,26.04,2018,Grande RÃ©serve Sancerre Blanc
Riesling Trocken ,Germany,Pfalz,Reichsrat von Buhl,3.6,8.9,2018,Riesling
As Sortes Val do Bibei Godello ,Spain,Valdeorras,Rafael Palacios,4.2,39.9,2014,As Sortes Val do Bibei Godello
GrÃ¼ner Veltliner vom Haus ,Austria,NiederÃ¶sterreich,Weingut R&A Pfaffl,3.8,8.69,2017,GrÃ¼ner Veltliner vom Haus
FumÃ© Blanc ,United States,Napa Valley,Robert Mondavi,3.7,20.96,2016,FumÃ© Blanc
Colle dei Tigli Bianco del Veneto ,Italy,Veneto,Lenotti,4.0,5.12,2018,Colle dei Tigli Bianco del Veneto
Blindfold ,United States,California,The Prisoner,4.1,37.53,2017,Blindfold
Grand RÃ©gnard Chablis ,France,Chablis,RÃ©gnard,4.3,36.9,2018,Grand RÃ©gnard Chablis
Life from Stone Sauvignon Blanc ,South Africa,Robertson,Springfield Estate,4.2,12.57,2019,Sauvignon Blanc
Scaia Bianco (Garganega - Chardonnay) ,Italy,Veneto,Tenuta Sant'Antonio,4.1,8.25,2019,Chardonnay
Gentil ,France,Alsace,Hugel,3.8,9.6,2018,Gentil
Chardonnay ,Chile,Colchagua Valley,Los Vascos,3.4,9.95,2016,Chardonnay
Chardonnay ,United States,Central Coast,Game of Thrones,3.7,19.95,2016,Chardonnay
Rossj-Bass Langhe ,Italy,Langhe,Gaja,4.2,83.15,2017,Rossj-Bass Langhe
Riesling Trocken ,Germany,Pfalz,Reichsrat von Buhl,3.6,11.19,2017,Riesling
RaÃ­zes Terroir Sauvignon Blanc ,Brazil,Campanha,Casa Valduga,3.7,10.5,2016,Sauvignon Blanc
Chardonnay ,United States,Los Carneros,Buena Vista,4.0,24.5,2015,Chardonnay
Signature Chenin Blanc ,South Africa,Stellenbosch,Spier,3.7,6.5,2019,Signature Chenin Blanc
Torrontes ,Argentina,Mendoza,Crios,3.8,13.15,2019,Torrontes
Contacto Alvarinho ,Portugal,MonÃ§Ã£o e MelgaÃ§o,Anselmo Mendes,3.8,11.6,2019,Contacto Alvarinho
Vinho Verde ,Portugal,Vinho Verde,Casa de Vila Nova,3.9,8.92,2017,Vinho Verde
Pouilly-FuissÃ© ,France,Pouilly-FuissÃ©,Louis Jadot,4.1,29.37,2018,Pouilly-FuissÃ©
Douro Duas Quintas Branco ,Portugal,Douro,Ramos Pinto,4.0,10.63,2018,Douro Duas Quintas Branco
Panamera Chardonnay ,United States,California,Story Ridge Vineyards,4.1,8.28,2018,Chardonnay
Sauvignon Blanc ,New Zealand,Marlborough,Silver Moki,4.0,7.44,2019,Sauvignon Blanc
Pouilly-FumÃ© ,France,Pouilly-FumÃ©,Pascal Jolivet,4.1,22.3,2018,Pouilly-FumÃ©
Branco ,Portugal,Lisboa,Porta 6,3.7,9.12,2017,Branco
Rioja Blanco ,Spain,Rioja,MarquÃ©s de CÃ¡ceres,3.4,5.29,2017,Rioja Blanco
Sauvignon Blanc ,New Zealand,Marlborough,Dusky Sounds,4.2,10.42,2019,Sauvignon Blanc
Solosole Vermentino ,Italy,Bolgheri,Poggio Al Tesoro,3.8,12.57,2018,Solosole Vermentino
Riesling Trocken ,Germany,Nahe,DÃ¶nnhoff,3.7,10.09,2018,Riesling
ViÃ±a Sol Blanco ,Spain,Catalunya,Torres,3.5,11.69,2018,ViÃ±a Sol Blanco
Castello della Sala Conte della Vipera ,Italy,Umbria,Antinori,4.1,20.9,2018,Castello della Sala Conte della Vipera
Assyrtiko Santorini ,Greece,Santorini,Domaine Sigalas,4.0,26.95,2018,Assyrtiko Santorini
Rias Baixas Albarino ,Spain,RÃ­as Baixas,Burgans,3.9,9.5,2018,Rias Baixas Albarino
Chardonnay - Pinot Noir ,South Africa,Franschhoek,Haute CabriÃ¨re,3.8,12.0,2018,Pinot Noir
Chardonnay de Purcari ,Moldova,South Eastern,ChÃ¢teau Purcari,4.1,10.98,2018,Chardonnay
Pinot Grigio ,Italy,Venezia Giulia,Jermann,4.0,17.41,2018,Pinot Grigio
ArdÃ¨che Chardonnay ,France,ArdÃ¨che,Louis Latour,3.6,7.31,2017,Chardonnay
Haus Klosterberg Riesling Trocken ,Germany,Mosel,Markus Molitor,4.1,9.9,2018,Riesling
Ca'Marcanda Vistamare Toscana ,Italy,Toscana,Gaja,4.2,41.9,2016,Ca'Marcanda Vistamare Toscana
Chardonnay ,United States,California,Robert Mondavi Private Selection,3.8,11.5,2018,Chardonnay
Koonunga Hill Chardonnay ,Australia,South Australia,Penfolds,3.3,9.38,2018,Chardonnay
Grand ArdÃ¨che Chardonnay ,France,ArdÃ¨che,Louis Latour,4.0,10.63,2017,Chardonnay
Verdejo ,Spain,Rueda,JosÃ© Pariente,3.9,10.95,2019,Verdejo
Ca'Marcanda Vistamare Toscana ,Italy,Toscana,Gaja,4.2,41.9,2017,Ca'Marcanda Vistamare Toscana
Blanco (Verdejo) ,Spain,Rueda,MarquÃ©s de Riscal,3.6,6.89,2019,Verdejo
The Y Series Viognier ,Australia,South Australia,Yalumba,3.5,11.9,2018,Viognier
Riva Ranch Chardonnay ,United States,Arroyo Seco,Wente,4.0,18.29,2018,Chardonnay
Blanco Fermentado en Barrica ,Spain,Rioja,Muga,3.7,9.9,2018,Blanco Fermentado en Barrica
Mount Hermon White ,Israel,Galilee,Hermon,3.7,12.14,2017,Mount Hermon White
Lighea ,Italy,Terre Siciliane,Donnafugata,4.0,11.5,2018,Lighea
Chardonnay ,United States,Napa Valley,Black Stallion,3.9,22.35,2018,Chardonnay
Cometa ,Italy,Menfi,Planeta,4.1,32.86,2017,Cometa
Pinot Grigio ,Italy,Colli Orientali del Friuli,Livio Felluga,4.0,18.19,2018,Pinot Grigio
Chardonnay ,Argentina,Mendoza,Catena Alta,4.2,27.9,2017,Chardonnay
Pinot Grigio ,Italy,delle Venezie,Kris,3.5,8.19,2017,Pinot Grigio
Chardonnay ,France,Pays d'Oc,Laroche,3.4,8.25,2018,Chardonnay
Dry Riesling ,United States,Columbia Valley,Chateau Ste. Michelle,3.7,12.49,2012,Riesling
Chenin Blanc (Free-Run Steen) ,South Africa,Coastal Region,MAN,3.6,7.19,2017,Chenin Blanc (Free-Run Steen)
Central Coast Chardonnay ,United States,Central Coast,William Hill,3.7,24.95,2013,Chardonnay
MÃ¢con-Villages ,France,MÃ¢con-Villages,Joseph Drouhin,3.8,11.4,2018,MÃ¢con-Villages
Pouilly-FumÃ© ,France,Pouilly-FumÃ©,de Ladoucette,4.0,32.9,2018,Pouilly-FumÃ©
Terras Gauda O Rosal ,Spain,RÃ­as Baixas,Terras Gauda,4.1,12.41,2019,Terras Gauda O Rosal
Schulthauser Weissburgunder (Pinot Bianco) ,Italy,SÃ¼dtirol - Alto Adige,St. Michael-Eppan,3.8,11.54,2018,Schulthauser Weissburgunder (Pinot Bianco)
Pinot Grigio de Purcari ,Moldova,South Eastern,ChÃ¢teau Purcari,4.2,10.98,2018,Pinot Grigio
Leone d'Almerita (Tenuta Regaleali) ,Italy,Terre Siciliane,Tasca d'Almerita,3.8,8.9,2018,Leone d'Almerita (Tenuta Regaleali)
Riesling Trocken ,Germany,Rheinhessen,Wittmann,3.9,11.5,2018,Riesling
Riesling Alsace CuvÃ©e FrÃ©dÃ©ric Emile ,France,Alsace,Trimbach,3.9,44.61,2011,Riesling
Hard Chard ,Australia,South Eastern Australia,19 Crimes,3.6,8.79,2019,Hard Chard
Mongris Collio Pinot Grigio ,Italy,Collio,Marco Felluga,3.7,12.33,2017,Pinot Grigio
Umbria Bianco ,Italy,Umbria,Santa Cristina,3.6,7.45,2018,Umbria Bianco
Chardonnay ,South Africa,Hemel-en-Aarde Valley,Hamilton Russell Vineyards,4.1,39.8,2017,Chardonnay
Sauvignon Blanc ,Spain,Rueda,MarquÃ©s de Riscal,3.8,8.25,2018,Sauvignon Blanc
Condrieu ,France,Condrieu,E. Guigal,4.0,52.01,2016,Condrieu
The Hermit Crab Viognier - Marsanne ,Australia,McLaren Vale,d'Arenberg,3.8,13.15,2016,Viognier
Orvieto Classico Bianco ,Italy,Orvieto,Ruffino,3.7,6.54,2017,Orvieto Classico Bianco
GB Sauvage Riesling ,Germany,Rheingau,Georg Breuer,3.7,9.65,2018,Riesling
San Vincenzo ,Italy,Veneto,Anselmi,3.8,12.19,2018,San Vincenzo
Verdicchio Del Castelli Di Jesi Classico ,Italy,Verdicchio dei Castelli di Jesi,Moncaro,3.5,7.55,2018,Verdicchio Del Castelli Di Jesi Classico
ViÃ±a Esmeralda ,Spain,Catalunya,Torres,4.0,7.45,2019,ViÃ±a Esmeralda
CapellanÃ­a ,Spain,Rioja,MarquÃ©s de Murrieta,4.1,22.85,2014,CapellanÃ­a
Riesling Trocken ,Germany,Rheingau,Robert Weil,4.0,13.9,2018,Riesling
Sauvignon Blanc ,Spain,Rueda,JosÃ© Pariente,4.1,10.89,2018,Sauvignon Blanc
EsporÃ£o Reserva Branco ,Portugal,Alentejo,EsporÃ£o,4.1,13.47,2018,EsporÃ£o Reserva Branco
Chardonnay ,South Africa,Hemel-en-Aarde Valley,Hamilton Russell Vineyards,4.1,36.79,2014,Chardonnay
AVETA Sauvignon Blanc ,United States,Napa Valley,Stag's Leap Wine Cellars,4.1,29.77,2016,Sauvignon Blanc
Douro Redoma Branco ,Portugal,Douro,Niepoort,4.1,19.42,2017,Douro Redoma Branco
Da'Divas Chardonnay ,Brazil,Encruzilhada do Sul,Lidio Carraro,3.6,14.57,2015,Chardonnay
Max Reserva Chardonnay ,Chile,Aconcagua Valley,Errazuriz,3.7,13.16,2016,Chardonnay
Saar Riesling ,Germany,Mosel,Van Volxem,3.8,12.45,2015,Riesling
San ValentÃ­n Parellada ,Spain,Catalunya,Torres,4.2,5.49,2019,San ValentÃ­n Parellada
Regaleali Bianco Sicilia ,Italy,Terre Siciliane,Tasca d'Almerita,3.7,7.7,2018,Regaleali Bianco Sicilia
Sauvignon Blanc ,New Zealand,Marlborough,Stoneleigh,3.8,11.45,2019,Sauvignon Blanc
Verdeo Verdejo ,Spain,Rueda,Torres,3.7,7.75,2018,Verdejo
 Reserva Especial Chardonnay ,Chile,Central Valley,Santa Rita,3.3,7.8,2018,Chardonnay
Chablis âSaint Martinâ ,France,Chablis,Domaine Laroche,3.8,25.24,2017,Chablis âSaint Martinâ
Chardonnay ,United States,California,Bogle,3.8,14.36,2018,Chardonnay
Sauvignon Blanc Attitude ,France,Touraine,Pascal Jolivet,3.8,12.51,2018,Sauvignon Blanc
Santa Barbara County Chardonnay ,United States,Santa Barbara County,Sandhi,4.1,28.9,2016,Chardonnay
Chablis ,France,Chablis,William FÃ¨vre,3.8,19.79,2018,Chablis
Torrontes ,Argentina,Salta,Alamos,3.5,8.4,2015,Torrontes
Chardonnay Puglia ,Italy,Puglia,Tormaresca,3.6,9.56,2018,Chardonnay
Leone d'Almerita (Tenuta Regaleali) ,Italy,Terre Siciliane,Tasca d'Almerita,3.9,9.59,2017,Leone d'Almerita (Tenuta Regaleali)
Is Argiolas Vermentino di Sardegna ,Italy,Vermentino di Sardegna,Argiolas,4.0,10.7,2018,Is Argiolas Vermentino di Sardegna
AlbariÃ±o ,Spain,RÃ­as Baixas,Lagar de Cervera,3.9,14.38,2018,AlbariÃ±o
Chardonnay (,South Africa,Western Cape,Boschendal,3.8,10.66,2018,Chardonnay
Rueda Verdejo ,Spain,Rueda,MarquÃ©s de CÃ¡ceres,3.5,5.99,2017,Verdejo
Dry Riesling ,United States,Columbia Valley,Chateau Ste. Michelle,3.7,10.18,2017,Riesling
La Segreta Il Bianco ,Italy,Sicilia,Planeta,3.7,7.5,2018,La Segreta Il Bianco
Sharis ,Italy,delle Venezie,Livio Felluga,3.8,14.4,2018,Sharis
Chardonnay ,Argentina,Mendoza,Catena,4.0,15.79,2018,Chardonnay
